id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,NA,US,US-TX,Austin,yes,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,
19326,KAUW,medium_airport,Wausau Downtown Airport,44.92620087,-89.62660217,1201,NA,US,US-WI,Wausau,no,KAUW,AUW,AUW,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,https://en.wikipedia.org/wiki/Wausau_Downtown_Airport,
3387,KAVL,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,NA,US,US-NC,Asheville,yes,KAVL,AVL,AVL,,https://en.wikipedia.org/wiki/Asheville_Regional_Airport,
19329,KAVO,small_airport,Avon Park Executive Airport,27.59119987,-81.52780151,160,NA,US,US-FL,Avon Park,no,KAVO,AVO,AVO,,https://en.wikipedia.org/wiki/Avon_Park_Executive_Airport,
3388,KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,962,NA,US,US-PA,Wilkes-Barre/Scranton,yes,KAVP,AVP,AVP,http://www.flyavp.com/,https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport,
19330,KAVQ,small_airport,Marana Regional Airport,32.4095993,-111.2180023,2031,NA,US,US-AZ,Tucson,no,KAVQ,AVW,AVQ,,https://en.wikipedia.org/wiki/Marana_Regional_Airport,
19331,KAVX,small_airport,Catalina Airport,33.4049,-118.416,1602,NA,US,US-CA,Avalon,no,KAVX,AVX,AVX,http://www.catalinaconservancy.org/index.php?s=visit&p=pilot_information,https://en.wikipedia.org/wiki/Catalina_Airport,"CIB, Airport in the Sky"
19333,KAWM,small_airport,West Memphis Municipal Airport,35.13510132,-90.23439789,212,NA,US,US-AR,West Memphis,no,KAWM,AWM,AWM,,https://en.wikipedia.org/wiki/West_Memphis_Municipal_Airport,
19335,KAXA,small_airport,Algona Municipal Airport,43.07789993,-94.27200317,1219,NA,US,US-IA,Algona,no,KAXA,AXG,AXA,,https://en.wikipedia.org/wiki/Algona_Municipal_Airport,
3389,KAXN,medium_airport,Chandler Field,45.86629868,-95.3946991,1425,NA,US,US-MN,Alexandria,no,KAXN,AXN,AXN,,https://en.wikipedia.org/wiki/Alexandria_Municipal_Airport,
19338,KAXS,small_airport,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433,NA,US,US-OK,Altus,no,KAXS,AXS,AXS,,https://en.wikipedia.org/wiki/Altus/Quartz_Mountain_Regional_Airport,
19339,KAXV,small_airport,Neil Armstrong Airport,40.49340057,-84.29889679,913,NA,US,US-OH,Wapakoneta,no,KAXV,AXV,AXV,,https://en.wikipedia.org/wiki/Neil_Armstrong_Airport,
19340,KAXX,small_airport,Angel Fire Airport,36.42200089,-105.2900009,8380,NA,US,US-NM,Angel Fire,no,KAXX,AXX,AXX,,,
29882,KAYE,closed,Ft Devens Moore Army Air Field,42.56999969,-71.60279846,269,NA,US,US-MA,,no,KAYE,AYE,,,https://en.wikipedia.org/wiki/Moore_Army_Air_Field,
19341,KAYS,small_airport,Waycross Ware County Airport,31.24909973,-82.39550018,142,NA,US,US-GA,Waycross,no,KAYS,AYS,AYS,,https://en.wikipedia.org/wiki/Waycross-Ware_County_Airport,
19342,KAYX,small_airport,Arnold Air Force Base,35.39260101,-86.08580017,1067,NA,US,US-TN,Tullahoma,no,KAYX,TUH,AYX,http://www.arnold.af.mil/,https://en.wikipedia.org/wiki/Arnold_Air_Force_Base,
3390,KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,874,NA,US,US-MI,Kalamazoo,yes,KAZO,AZO,AZO,,https://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport,
3391,KBAB,large_airport,Beale Air Force Base,39.13610077,-121.4369965,113,NA,US,US-CA,Marysville,no,KBAB,BAB,BAB,,https://en.wikipedia.org/wiki/Beale_Air_Force_Base,
3392,KBAD,large_airport,Barksdale Air Force Base,32.50180054,-93.66269684,166,NA,US,US-LA,Bossier City,no,KBAD,BAD,BAD,,https://en.wikipedia.org/wiki/Barksdale_Air_Force_Base,
3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,NA,US,US-MA,Westfield/Springfield,no,KBAF,BAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,Barnes Municipal Airport
3394,KBAK,medium_airport,Columbus Municipal Airport,39.26190186,-85.89630127,656,NA,US,US-IN,Columbus,no,KBAK,CLU,BAK,,https://en.wikipedia.org/wiki/Columbus_Municipal_Airport_(Indiana),
19349,KBAM,small_airport,Battle Mountain Airport,40.59899902,-116.8740005,4532,NA,US,US-NV,Battle Mountain,no,KBAM,BAM,BAM,http://www.battlemountainairport.com/default.htm,https://en.wikipedia.org/wiki/Battle_Mountain_Airport,Lander County Airport
19352,KBBB,small_airport,Benson Municipal Airport,45.33190155,-95.65059662,1039,NA,US,US-MN,Benson,no,KBBB,BBB,BBB,,http://www.iata.org/ps/publications/pages/code-search.aspx,
19353,KBBD,medium_airport,Curtis Field,31.17930031,-99.32389832,1827,NA,US,US-TX,Brady,no,KBBD,BBD,BBD,,https://en.wikipedia.org/wiki/Curtis_Field,
19354,KBBP,small_airport,Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,147,NA,US,US-SC,Bennettsville,no,KBBP,BTN,BBP,,https://en.wikipedia.org/wiki/Marlboro_County_Jetport,
19355,KBBW,small_airport,Broken Bow Municipal Airport,41.43650055,-99.64219666,2547,NA,US,US-NE,Broken Bow,no,KBBW,BBW,BBW,,https://en.wikipedia.org/wiki/Broken_Bow_Municipal_Airport,
19356,KBCB,small_airport,Virginia Tech Montgomery Executive Airport,37.20759964,-80.40779877,2132,NA,US,US-VA,Blacksburg,no,KBCB,BCB,BCB,http://www.vtbcb.com/index.php,https://en.wikipedia.org/wiki/Virginia_Tech_Montgomery_Executive_Airport,
19357,KBCE,medium_airport,Bryce Canyon Airport,37.70640183,-112.1449966,7590,NA,US,US-UT,Bryce Canyon,no,KBCE,BCE,BCE,http://www.brycecanyonairport.com/,https://en.wikipedia.org/wiki/Bryce_Canyon_Airport,
19359,KBCT,small_airport,Boca Raton Airport,26.37849998,-80.10769653,13,NA,US,US-FL,Boca Raton,no,KBCT,BCT,BCT,,https://en.wikipedia.org/wiki/Boca_Raton_Airport,
3395,KBDE,medium_airport,Baudette International Airport,48.72840118,-94.61219788,1086,NA,US,US-MN,Baudette,no,KBDE,BDE,BDE,,https://en.wikipedia.org/wiki/Baudette_International_Airport,
19360,KBDG,small_airport,Blanding Municipal Airport,37.58330154,-109.4830017,5868,NA,US,US-UT,Blanding,no,KBDG,BDG,BDG,,https://en.wikipedia.org/wiki/Blanding_Municipal_Airport,
3396,KBDL,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,NA,US,US-CT,Hartford,yes,KBDL,BDL,BDL,http://www.bradleyairport.com/,https://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
3397,KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,9,NA,US,US-CT,Bridgeport,yes,KBDR,BDR,BDR,,https://en.wikipedia.org/wiki/Sikorsky_Memorial_Airport,
16498,KBDU,small_airport,Boulder Municipal Airport,40.03939819,-105.2259979,5288,NA,US,US-CO,Boulder,no,KBDU,WBU,BDU,http://www.bouldercolorado.gov/index.php?option=com_content&view=article&id=201&Itemid=740,https://en.wikipedia.org/wiki/Boulder_Municipal_Airport,"K1V5, 1V5"
19362,KBE,seaplane_base,Bell Island Hot Springs Seaplane Base,55.92910004,-131.5720062,,NA,US,US-AK,Bell Island,no,KBE,KBE,KBE,,,
19363,KBEC,small_airport,Beech Factory Airport,37.69449997,-97.21499634,1408,NA,US,US-KS,Wichita,no,KBEC,BEC,BEC,,https://en.wikipedia.org/wiki/Beech_Factory_Airport,
3398,KBED,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,133,NA,US,US-MA,Bedford,no,KBED,BED,BED,http://www.massport.com/hansc/,https://en.wikipedia.org/wiki/Hanscom_Field,Hanscom Air Force Base
19364,KBEH,small_airport,Southwest Michigan Regional Airport,42.12860107,-86.42849731,643,NA,US,US-MI,Benton Harbor,no,KBEH,BEH,BEH,http://www.swmiairport.com/1201.html,https://en.wikipedia.org/wiki/Southwest_Michigan_Regional_Airport,"Ross Field, Twin Cities Airport, St. Joseph City"
3399,KBFD,medium_airport,Bradford Regional Airport,41.80310059,-78.64009857,2143,NA,US,US-PA,Bradford,yes,KBFD,BFD,BFD,,https://en.wikipedia.org/wiki/Bradford_Regional_Airport,
3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,NA,US,US-NE,Scottsbluff,yes,KBFF,BFF,BFF,,https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport,William B. Heilig Field
3401,KBFI,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,NA,US,US-WA,Seattle,yes,KBFI,BFI,BFI,,https://en.wikipedia.org/wiki/Boeing_Field,
3402,KBFL,medium_airport,Meadows Field,35.43360138,-119.0569992,510,NA,US,US-CA,Bakersfield,no,KBFL,BFL,BFL,,https://en.wikipedia.org/wiki/Meadows_Field_Airport,
3403,KBFM,medium_airport,Mobile Downtown Airport,30.62680054,-88.06809998,26,NA,US,US-AL,Mobile,no,KBFM,BFM,BFM,,https://en.wikipedia.org/wiki/Mobile_Downtown_Airport,
19368,KBFR,small_airport,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727,NA,US,US-IN,Bedford,no,KBFR,BFR,BFR,,https://en.wikipedia.org/wiki/Virgil_I._Grissom_Municipal_Airport,
19370,KBGD,small_airport,Hutchinson County Airport,35.70090103,-101.3939972,3055,NA,US,US-TX,Borger,no,KBGD,BGD,BGD,http://www.hutchinsoncountyairport.com/,https://en.wikipedia.org/wiki/Hutchinson_County_Airport,
19371,KBGE,small_airport,Decatur County Industrial Air Park,30.9715004,-84.63739777,141,NA,US,US-GA,Bainbridge,no,KBGE,BGE,BGE,http://bainbridgega.com/chamber/airport.shtml,https://en.wikipedia.org/wiki/Decatur_County_Industrial_Air_Park,
3404,KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,NA,US,US-NY,Binghamton,yes,KBGM,BGM,BGM,http://binghamtonairport.com/,https://en.wikipedia.org/wiki/Greater_Binghamton_Airport,"Broome County Airport, Edwin A Link Field"
3405,KBGR,large_airport,Bangor International Airport,44.80739975,-68.82810211,192,NA,US,US-ME,Bangor,yes,KBGR,BGR,BGR,,https://en.wikipedia.org/wiki/Bangor_International_Airport,
19373,KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,NA,US,US-ME,Bar Harbor,yes,KBHB,BHB,BHB,,https://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport,
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,yes,KBHM,BHM,BHM,http://www.flybirmingham.com/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),
16500,KBID,small_airport,Block Island State Airport,41.16809845,-71.57779694,108,NA,US,US-RI,Block Island,yes,KBID,BID,BID,http://www.blockislandri.net/blockislandairport.htm,https://en.wikipedia.org/wiki/Block_Island_State_Airport,
19376,KBIE,small_airport,Beatrice Municipal Airport,40.30130005,-96.75409698,1324,NA,US,US-NE,Beatrice,yes,KBIE,BIE,BIE,http://beatriceairport.com/,,
3407,KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946,NA,US,US-TX,Fort Bliss/El Paso,no,KBIF,BIF,BIF,https://www.bliss.army.mil/biggs/,https://en.wikipedia.org/wiki/Biggs_Army_Airfield,Fort Bliss
19377,KBIH,medium_airport,Eastern Sierra Regional Airport,37.37310028,-118.3639984,4124,NA,US,US-CA,Bishop,no,KBIH,BIH,BIH,http://www.inyocounty.us/Airport/index.html,https://en.wikipedia.org/wiki/Eastern_Sierra_Regional_Airport,
3408,KBIL,large_airport,Billings Logan International Airport,45.80770111,-108.5429993,3652,NA,US,US-MT,Billings,yes,KBIL,BIL,BIL,,https://en.wikipedia.org/wiki/Billings_Logan_International_Airport,
3409,KBIS,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,1661,NA,US,US-ND,Bismarck,yes,KBIS,BIS,BIS,http://bismarckairport.com/,https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport,
3410,KBIX,medium_airport,Keesler Air Force Base,30.41040039,-88.92440033,33,NA,US,US-MS,Biloxi,no,KBIX,BIX,BIX,,https://en.wikipedia.org/wiki/Keesler_Air_Force_Base,
3411,KBJC,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673,NA,US,US-CO,Denver,no,KBJC,BJC,BJC,,https://en.wikipedia.org/wiki/Rocky_Mountain_Metropolitan_Airport,"Jefferson County Airport, Jeffco Airport"
19380,KBJI,medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,1391,NA,US,US-MN,Bemidji,no,KBJI,BJI,BJI,http://www.bemidjiairport.org/,https://en.wikipedia.org/wiki/Bemidji_Regional_Airport,
19381,KBJJ,small_airport,Wayne County Airport,40.87480164,-81.88829803,1136,NA,US,US-OH,Wooster,no,KBJJ,BJJ,BJJ,http://www.woosterwaynecountyairport.com/,https://en.wikipedia.org/wiki/Wayne_County_Airport_(Ohio),
19382,KBKD,small_airport,Stephens County Airport,32.71900177,-98.89099884,1284,NA,US,US-TX,Breckenridge,no,KBKD,BKD,BKD,,,
3412,KBKE,medium_airport,Baker City Municipal Airport,44.83729935,-117.8089981,3373,NA,US,US-OR,Baker City,no,KBKE,BKE,BKE,http://www.bakeraircraft.com/,https://en.wikipedia.org/wiki/Baker_City_Municipal_Airport,
3413,KBKF,medium_airport,Buckley Air Force Base,39.7016983,-104.7519989,5662,NA,US,US-CO,Aurora,no,KBKF,BFK,BKF,,https://en.wikipedia.org/wiki/Buckley_Air_Force_Base,
3414,KBKL,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,583,NA,US,US-OH,Cleveland,no,KBKL,BKL,BKL,http://www.clevelandairport.com/site/470/default.aspx,https://en.wikipedia.org/wiki/Cleveland_Burke_Lakefront_Airport,
19384,KBKT,small_airport,Allen C Perkinson Blackstone Army Air Field,37.07419968,-77.95749664,439,NA,US,US-VA,Blackstone,no,KBKT,BKT,BKT,,https://en.wikipedia.org/wiki/Blackstone_Army_Airfield,
3415,KBKW,medium_airport,Raleigh County Memorial Airport,37.78730011,-81.12419891,2504,NA,US,US-WV,Beckley,yes,KBKW,BKW,BKW,,https://en.wikipedia.org/wiki/Beckley_Raleigh_County_Memorial_Airport,
19386,KBKX,small_airport,Brookings Regional Airport,44.304798,-96.816902,1648,NA,US,US-SD,Brookings,yes,KBKX,BKX,BKX,,https://en.wikipedia.org/wiki/Brookings_Regional_Airport,
19387,KBLF,medium_airport,Mercer County Airport,37.29579926,-81.20770264,2857,NA,US,US-WV,Bluefield,yes,KBLF,BLF,BLF,,https://en.wikipedia.org/wiki/Mercer_County_Airport_(West_Virginia),
19388,KBLH,medium_airport,Blythe Airport,33.61920166,-114.7170029,399,NA,US,US-CA,Blythe,no,KBLH,BLH,BLH,,https://en.wikipedia.org/wiki/Blythe_Airport,
3416,KBLI,medium_airport,Bellingham International Airport,48.7928009,-122.538002,170,NA,US,US-WA,Bellingham,yes,KBLI,BLI,BLI,,https://en.wikipedia.org/wiki/Bellingham_International_Airport,
19389,KBLM,small_airport,Monmouth Executive Airport,40.18690109,-74.12490082,153,NA,US,US-NJ,Belmar/Farmingdale,no,KBLM,BLM,BLM,,https://en.wikipedia.org/wiki/Monmouth_Executive_Airport,
19390,KBLU,small_airport,Blue Canyon Nyack Airport,39.27500153,-120.7099991,5284,NA,US,US-CA,Emigrant Gap,no,KBLU,BLU,BLU,,https://en.wikipedia.org/wiki/Blue_Canyon_%E2%80%93_Nyack_Airport,
3417,KBLV,large_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,459,NA,US,US-IL,Belleville,yes,KBLV,BLV,BLV,,https://en.wikipedia.org/wiki/Scott_Air_Force_Base,Scott Air Force Base
19391,KBMC,small_airport,Brigham City Regional Airport,41.552399,-112.061996,4229,NA,US,US-UT,Brigham City,no,KBMC,BMC,BMC,http://brighamcity.utah.gov/airport.htm,https://en.wikipedia.org/wiki/Brigham_City_Airport#References,Brigham City Airport
3418,KBMG,medium_airport,Monroe County Airport,39.14599991,-86.61669922,846,NA,US,US-IN,Bloomington,no,KBMG,BMG,BMG,,https://en.wikipedia.org/wiki/Monroe_County_Airport_(Indiana),
3419,KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871,NA,US,US-IL,Bloomington/Normal,yes,KBMI,BMI,BMI,,https://en.wikipedia.org/wiki/Central_Illinois_Regional_Airport,
19392,KBML,small_airport,Berlin Regional Airport,44.57540131,-71.17590332,1161,NA,US,US-NH,Berlin,no,KBML,BML,BML,,https://en.wikipedia.org/wiki/Berlin_Municipal_Airport,
19394,KBMT,small_airport,Beaumont Municipal Airport,30.07069969,-94.21579742,32,NA,US,US-TX,Beaumont,no,KBMT,BMT,BMT,,https://en.wikipedia.org/wiki/Beaumont_Municipal_Airport,
3420,KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,NA,US,US-TN,Nashville,yes,KBNA,BNA,BNA,,https://en.wikipedia.org/wiki/Nashville_International_Airport,
19395,KBNG,small_airport,Banning Municipal Airport,33.92309952,-116.8509979,2219,NA,US,US-CA,Banning,no,KBNG,BNG,BNG,http://www.ci.banning.ca.us/index.aspx?NID=23,https://en.wikipedia.org/wiki/Banning_Municipal_Airport,
19396,KBNL,small_airport,Barnwell Regional Airport,33.25780106,-81.38829803,246,NA,US,US-SC,Barnwell,no,KBNL,BNL,BNL,http://www.barnwellregionalairport.com/Home_Page.php,https://en.wikipedia.org/wiki/Barnwell_Regional_Airport,
19397,KBNO,medium_airport,Burns Municipal Airport,43.59189987,-118.9550018,4148,NA,US,US-OR,Burns,no,KBNO,BNO,BNO,http://www.ci.burns.or.us/airport.html,https://en.wikipedia.org/wiki/Burns_Municipal_Airport,
19398,KBNW,small_airport,Boone Municipal Airport,42.04959869,-93.84760284,1160,NA,US,US-IA,Boone,no,KBNW,BNW,BNW,,,
3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,NA,US,US-ID,Boise,yes,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,https://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field"
3422,KBOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,NA,US,US-MA,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
19399,KBOW,small_airport,Bartow Executive Airport,27.943399,-81.783401,125,NA,US,US-FL,Bartow,no,KBOW,BOW,BOW,http://www.bartow-airport.com/,https://en.wikipedia.org/wiki/Bartow_Municipal_Airport,Bartow Municipal
19400,KBPG,small_airport,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573,NA,US,US-TX,Big Spring,no,KBPG,HCA,BPG,http://www.mybigspring.com/pages/airport,https://en.wikipedia.org/wiki/Big_Spring_McMahon-Wrinkle_Airport,"21XS, T49, Webb Air Force Base, Webb AFB"
19401,KBPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,6990,NA,US,US-WY,Big Piney,no,KBPI,BPI,BPI,,https://en.wikipedia.org/wiki/Miley_Memorial_Field,Big Piney-Marbleton Airport
19402,KBPK,medium_airport,Ozark Regional Airport,36.3689003,-92.47049713,928,NA,US,US-AR,Mountain Home,no,KBPK,WMH,BPK,http://www.flytheozarks.com/,https://en.wikipedia.org/wiki/Ozark_Regional_Airport,Baxter County Regional Airport
3423,KBPT,medium_airport,Southeast Texas Regional Airport,29.95079994,-94.02069855,15,NA,US,US-TX,Beaumont/Port Arthur,yes,KBPT,BPT,BPT,,https://en.wikipedia.org/wiki/Southeast_Texas_Regional_Airport,
3424,KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,26,NA,US,US-GA,Brunswick,yes,KBQK,BQK,BQK,,https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,
19406,KBRD,medium_airport,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,NA,US,US-MN,Brainerd,yes,KBRD,BRD,BRD,http://brainerdairport.com/,https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport,Crow Wing County Airport
3425,KBRL,medium_airport,Southeast Iowa Regional Airport,40.78319931,-91.12550354,698,NA,US,US-IA,Burlington,yes,KBRL,BRL,BRL,,https://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,
3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,22,NA,US,US-TX,Brownsville,yes,KBRO,BRO,BRO,,https://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,
19407,KBRY,small_airport,Samuels Field,37.81430054,-85.49960327,669,NA,US,US-KY,Bardstown,no,KBRY,BRY,BRY,http://www.cityofbardstown.org/dept-airport.html,https://en.wikipedia.org/wiki/Samuels_Field,
19409,KBTF,small_airport,Skypark Airport,40.86940002,-111.927002,4234,NA,US,US-UT,Bountiful,no,KBTF,BTF,BTF,,https://en.wikipedia.org/wiki/Skypark_Airport,
3427,KBTL,medium_airport,W K Kellogg Airport,42.30730057,-85.25150299,952,NA,US,US-MI,Battle Creek,no,KBTL,BTL,BTL,http://www.battlecreekmi.gov/City_Government/Departments/W_K__Kellogg_Airport.htm,https://en.wikipedia.org/wiki/W.K._Kellogg_Regional_Airport,
3428,KBTM,medium_airport,Bert Mooney Airport,45.95479965,-112.4970016,5550,NA,US,US-MT,Butte,yes,KBTM,BTM,BTM,,https://en.wikipedia.org/wiki/Bert_Mooney_Airport,
19410,KBTN,small_airport,Britton Municipal Airport,45.81520081,-97.74310303,1318,NA,US,US-SD,Britton,no,KBTN,TTO,BTN,,https://en.wikipedia.org/wiki/Britton_Municipal_Airport,
19411,KBTP,small_airport,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,1248,NA,US,US-PA,Butler,no,KBTP,BTP,BTP,http://butlercountyairport.org/,https://en.wikipedia.org/wiki/Butler_County_Airport,"Graham Field, Butler-Graham Airport, Butler County-K W Scholter Field"
3429,KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,NA,US,US-LA,Baton Rouge,yes,KBTR,BTR,BTR,,https://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,
3430,KBTV,medium_airport,Burlington International Airport,44.47190094,-73.15329742,335,NA,US,US-VT,Burlington,yes,KBTV,BTV,BTV,http://www.vermontairports.com/btv.html,https://en.wikipedia.org/wiki/Burlington_International_Airport,
19412,KBTY,small_airport,Beatty Airport,36.86109924,-116.7870026,3170,NA,US,US-NV,Beatty,no,KBTY,BTY,BTY,,https://en.wikipedia.org/wiki/Beatty_Airport,
19413,KBUB,small_airport,Cram Field,41.77669907,-99.14969635,2182,NA,US,US-NE,Burwell,no,KBUB,BUB,BUB,,,
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,NA,US,US-NY,Buffalo,yes,KBUF,BUF,BUF,,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,
19414,KBUM,small_airport,Butler Memorial Airport,38.28979874,-94.34010315,892,NA,US,US-MO,Butler,no,KBUM,BUM,BUM,,,
3432,KBUR,medium_airport,Bob Hope Airport,34.20069885,-118.3590012,778,NA,US,US-CA,Burbank,yes,KBUR,BUR,BUR,,,
19417,KBVI,medium_airport,Beaver County Airport,40.77249908,-80.3914032,1253,NA,US,US-PA,Beaver Falls,no,KBVI,BFP,BVI,,https://en.wikipedia.org/wiki/Beaver_County_Airport,
19419,KBVO,small_airport,Bartlesville Municipal Airport,36.76250076,-96.01119995,711,NA,US,US-OK,Bartlesville,no,KBVO,BVO,BVO,,,
19420,KBVS,small_airport,Skagit Regional Airport,48.47090149,-122.4209976,144,NA,US,US-WA,Burlington/Mount Vernon,no,KBVS,MVW,BVS,http://www.portofskagit.com/skagit-regional-airport/,https://en.wikipedia.org/wiki/Skagit_Regional_Airport,75S
19421,KBVX,small_airport,Batesville Regional Airport,35.7262001,-91.64730072,465,NA,US,US-AR,Batesville,no,KBVX,BVX,BVX,,,
3433,KBVY,medium_airport,Beverly Municipal Airport,42.58420181,-70.91649628,107,NA,US,US-MA,Beverly,no,KBVY,BVY,BVY,http://www.beverlyairport.com/,https://en.wikipedia.org/wiki/Beverly_Municipal_Airport,
19422,KBWC,small_airport,Brawley Municipal Airport,32.99290085,-115.5169983,-128,NA,US,US-CA,Brawley,no,KBWC,BWC,BWC,,https://en.wikipedia.org/wiki/Brawley_Municipal_Airport,
19423,KBWD,small_airport,Brownwood Regional Airport,31.79360008,-98.95649719,1387,NA,US,US-TX,Brownwood,no,KBWD,BWD,BWD,,https://en.wikipedia.org/wiki/Brownwood_Regional_Airport,
3434,KBWG,medium_airport,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,547,NA,US,US-KY,Bowling Green,no,KBWG,BWG,BWG,,https://en.wikipedia.org/wiki/Bowling_Green-Warren_County_Regional_Airport,
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,NA,US,US-MD,Baltimore,yes,KBWI,BWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport,WAS
19424,KBWP,small_airport,Harry Stern Airport,46.24409866,-96.60739899,968,NA,US,US-ND,Wahpeton,no,KBWP,WAH,BWP,,https://en.wikipedia.org/wiki/Harry_Stern_Airport,
322146,KBWW,small_airport,Bowman Regional Airport,46.1655193,-103.30075,2965,NA,US,US-ND,Bowman,no,KBWW,BWM,BWW,http://www.bowmannd.com/county/departments/airport-authority/,,
19425,KBXA,small_airport,George R Carr Memorial Air Field,30.81369972,-89.86499786,119,NA,US,US-LA,Bogalusa,no,KBXA,BXA,BXA,,,
19427,KBXK,small_airport,Buckeye Municipal Airport,33.42039871,-112.685997,1033,NA,US,US-AZ,Buckeye,no,KBXK,BXK,BXK,,https://en.wikipedia.org/wiki/Buckeye_Municipal_Airport,
19428,KBYG,small_airport,Johnson County Airport,44.3810997,-106.7220001,4968,NA,US,US-WY,Buffalo,no,KBYG,BYG,BYG,,,
3436,KBYH,medium_airport,Arkansas International Airport,35.96429825,-89.94400024,254,NA,US,US-AR,Blytheville,no,KBYH,BYH,BYH,,https://en.wikipedia.org/wiki/Arkansas_International_Airport,"Blytheville AFB, Eaker AFB"
19429,KBYI,medium_airport,Burley Municipal Airport,42.54259872,-113.7720032,4150,NA,US,US-ID,Burley,no,KBYI,BYI,BYI,http://burleyidaho.org/city-of-burley/airport/,https://en.wikipedia.org/wiki/Burley_Municipal_Airport,J R Jack Simplot Airport
19430,KBYS,medium_airport,Bicycle Lake Army Air Field,35.2804985,-116.6299973,2350,NA,US,US-CA,Fort Irwin/Barstow,no,KBYS,BYS,BYS,,https://en.wikipedia.org/wiki/Bicycle_Lake_Army_Airfield,
